Index,Ticker,Stock Name,Sector,Industry,PE Ratio,Employees,Beta,Market Cap,VALUE RATIO,VALUE RATIO w/o BETA,EBIT GROWTH YoY,VALUE RATIO WITHOUT EMPLOYEES,
342,NET,"Cloudflare, Inc. (Cloud Infrastructure)",Technology,Software - Infrastructure,-398.1794777,4160,1.097,"$37,404,703,052.00 ",-24771.97515,-22581.56349,0.078120108,"($103,051,416.63)",
2221,ATUS,"Altice USA, Inc. (Cable/Telecom)",Communication Services,Telecommunications Services,-6.908793009,10600,1.523,"$1,196,787,427.00 ",-24889.08179,-16342.14169,-0.05583842,"($263,824,266.98)",
3898,TSQ,"Townsquare Media, Inc. (Local Radio/Events)",Communication Services,Advertising Agencies,-3.747009339,2159,1.346,"$149,719,661.00 ",-24910.73129,-18507.22979,-1.215449214,"($53,782,268.86)",
3637,RMAX,"RE/MAX Holdings, Inc. (Real Estate Brokerage Franchise)",Real Estate,Real Estate - Services,-20.44251135,544,1.359,"$203,913,041.00 ",-24919.04021,-18336.30626,-1.191726748,"($13,555,957.87)",
4625,WYY,WIDEPOINT CORP (Telecom & Telecom Expense Mgmt),Technology,Information Technology Services,-14.45239577,206,1.652,"$44,913,212.00 ",-24921.66717,-15085.75495,-0.878343106,"($5,133,863.44)",
2198,CWH,"Camping World Holdings, Inc. (RV Retail)",Consumer Cyclical,Auto - Dealerships,-10.0315534,12261,2.517,"$1,229,871,194.00 ",-25168.00337,-9999.206741,-0.530236804,"($308,584,889.29)",
335,ARGX,ARGENX SE (Biotechnology),Healthcare,Biotechnology,-349.180791,1148,0.267,"$37,806,718,690.00 ",-25181.87215,-94314.12791,0.409377723,"($28,908,789.23)",
662,VTRS,Viatris Inc (Generic Pharma),Healthcare,Drug Manufacturers - Specialty & Generic,-16.55488639,32000,0.929,"$14,502,118,500.00 ",-25431.44168,-27375.07177,-0.525543377,"($813,806,133.68)",
2491,GHLD,Guild Holdings Co (Mortgage Lending),Financial Services,Financial - Mortgages,-8.673202614,4200,1.1,"$843,194,189.00 ",-25461.94101,-23147.2191,-0.877889889,"($106,940,152.23)",
4011,QRHC,Quest Resource Holding Corp (Waste/Recycling Services),Industrials,Waste Management,-16.82180851,195,0.662,"$126,511,416.00 ",-25531.7398,-38567.58279,1.009064723,"($4,978,689.26)",
1205,TENB,"Tenable Holdings, Inc. (Cybersecurity)",Technology,Software - Infrastructure,-79.65700769,1999,0.832,"$4,899,105,300.00 ",-25597.83988,-30766.63448,0.230848632,"($51,170,081.93)",
4107,SVII,Spring Valley Acquisition Corp. II (SPAC-Fin),Financial Services,Shell Companies,28.05,2,-0.013,"$110,904,066.00 ",-25699.69444,1976899.572,-2.513301362,"($51,399.39)",
4917,CPSH,CPS TECHNOLOGIES CORP/DE/ (Ceramics materials),Technology,"Hardware, Equipment & Parts",-11.75616836,100,1.25,"$24,185,790.00 ",-25716.06375,-20572.851,-0.239461247,"($2,571,606.37)",
5377,LCTC,"Lifeloc Technologies, Inc (Breathalyzers)",Technology,"Hardware, Equipment & Parts",-10.6870229,37,1.367,"$7,459,536.00 ",-25788.24958,-18864.84973,0.639133702,"($954,165.23)",
1814,EVCM,EverCommerce Inc. (Service Commerce Software),Technology,Software - Infrastructure,-40.54103123,2100,1.079,"$2,060,525,320.00 ",-26114.71641,-24202.70288,1.079296594,"($54,840,904.46)",
4308,EDAP,EDAP TMS SA (Medical Devices - Lithotripsy),Healthcare,Medical - Devices,-3.91362069,307,0.38,"$82,741,427.00 ",-26169.14277,-68866.16517,-3.654216584,"($8,033,926.83)",
3293,CDRO,"Codere Online Luxembourg, S.A. (Online Gaming)",Consumer Cyclical,"Gambling, Resorts & Casinos",-20.97922849,249,0.439,"$313,461,468.00 ",-26342.67193,-60006.08641,0.213349477,"($6,559,325.31)",
3608,NC,NACCO INDUSTRIES INC (Coal & Mining),Energy,Coal,-12.48275862,600,0.944,"$211,041,362.00 ",-26599.76209,-28177.71408,-2.002157574,"($15,959,857.26)",
4753,CPIX,CUMBERLAND PHARMACEUTICALS INC (Pharma),Healthcare,Drug Manufacturers - Specialty & Generic,-3.051245273,91,0.219,"$33,982,366.00 ",-26802.74139,-122386.947,-0.08867595,"($2,439,049.47)",
4564,REFR,RESEARCH FRONTIERS INC (Smart Glass Tech),Technology,"Hardware, Equipment & Parts",-80.96676737,51,1.955,"$56,717,801.00 ",-26852.77481,-13735.43469,0.388500806,"($1,369,491.52)",
5254,GFAI,"Guardforce AI Co., Ltd. (Robotics/AI Security)",Industrials,Security & Protection Services,-0.611731844,1727,2.706,"$10,545,443.00 ",-27010.90869,-9981.858348,-1.347960193,"($46,647,839.31)",
4947,SIF,SIFCO INDUSTRIES INC (Aerospace Forgings),Industrials,Aerospace & Defense,-2.802560241,368,1.235,"$22,618,979.00 ",-27085.52012,-21931.59524,0.521464108,"($9,967,471.41)",
3042,PHAR,Pharming Group N.V. (Biotech/Pharma),Healthcare,Biotechnology,-33.17182259,382,0.811,"$426,310,787.00 ",-27284.40448,-33642.91551,-1.267621565,"($10,422,642.51)",
2826,LVRO,Lavoro Ltd (Brazil Agribusiness Input Dist),Basic Materials,Agricultural Inputs,-0.778280543,3767,0.145,"$554,528,230.00 ",-27425.83564,-189143.6941,-0.947498336,"($103,313,122.85)",
2867,NBR,NABORS INDUSTRIES LTD (Drilling),Energy,Oil & Gas Drilling,-3.325358852,12000,2.097,"$523,662,511.00 ",-27518.84169,-13122.95741,1.360851293,"($330,226,100.23)",
4079,AISP,"Airship AI Holdings, Inc. (AI/Analytics)",Technology,Software - Infrastructure,-12.55367517,51,0.153,"$115,549,858.00 ",-27613.39363,-180479.6969,-1.351561523,"($1,408,283.08)",
1827,HI,"Hillenbrand, Inc. (Industrial Machinery)",Industrials,Industrial - Machinery,-9.853344024,10400,1.394,"$2,034,849,903.00 ",-27680.77008,-19857.0804,-1,"($287,880,008.85)",
1988,AG,FIRST MAJESTIC SILVER CORP (Silver Mining),Basic Materials,Silver,-20.38607595,4000,1.387,"$1,639,121,520.00 ",-27880.07797,-20100.99349,-2.53768526,"($111,520,311.89)",
770,CTLT,"Catalent, Inc. (Pharma Services)",Healthcare,Drug Manufacturers - Specialty & Generic,-28.08849558,17000,1.158,"$11,522,381,760.00 ",-27943.02499,-24130.41882,-4.467153285,"($475,031,424.88)",
1388,XRAY,DENTSPLY SIRONA Inc. (Dental Equipment),Healthcare,Medical - Instruments & Supplies,-8.975597971,15000,1.027,"$3,663,515,400.00 ",-27945.62418,-27210.9291,-1.277777778,"($419,184,362.75)",
3800,PESI,PERMA FIX ENVIRONMENTAL SERVICES INC (Waste Mgmt),Industrials,Waste Management,-9.990859232,288,0.477,"$169,089,624.00 ",-28031.09155,-58765.39108,1.14054657,"($8,072,954.37)",
1552,WRBY,Warby Parker Inc. (Eyewear Retail),Healthcare,Medical - Instruments & Supplies,-88.14678899,2140,1.806,"$2,929,602,439.00 ",-28048.27551,-15530.60659,0.352571423,"($60,023,309.59)",
2211,QNST,"QUINSTREET, INC (Online Marketing)",Communication Services,Advertising Agencies,-52.5024777,899,1.093,"$1,211,342,390.00 ",-28050.95079,-25664.18188,-0.348241737,"($25,217,804.76)",
5157,ASPS,ALTISOURCE PORTFOLIO SOLUTIONS S.A. (Real Estate Services),Real Estate,Real Estate - Services,-0.436619718,1071,0.939,"$13,994,559.00 ",-28101.66123,-29927.22176,0.490953248,"($30,096,879.18)",
3877,GGR,Gogoro Inc. (Electric Scooters & Battery Swap),Consumer Cyclical,Auto - Parts,-1.716604245,1892,0.603,"$151,775,008.00 ",-28179.04447,-46731.41702,0.009015778,"($53,314,752.13)",
1175,VRNS,VARONIS SYSTEMS INC (Data Security Software),Technology,Software - Infrastructure,-65.56795132,2233,0.824,"$5,057,820,870.00 ",-28464.943,-34544.83374,0.033036922,"($63,562,217.71)",
4489,CLOE,Clover Leaf Capital Corp. (SPAC-Fin),Financial Services,Shell Companies,-50.330033,3,0.071,"$60,568,608.00 ",-28481.14675,-401142.912,-0.228707091,"($85,443.44)",
3032,TMCI,"TREACE MEDICAL CONCEPTS, INC. (Orthopedic Med Devices)",Healthcare,Medical - Devices,-6.949494949,516,0.24,"$431,095,932.00 ",-28852.41838,-120218.4099,-0.475949948,"($14,887,847.89)",
1906,XMTR,"Xometry, Inc. (On-demand Manufacturing Marketplace)",Industrials,Industrial - Machinery,-34.53333333,992,0.554,"$1,787,945,302.00 ",-28914.37574,-52192.01397,-0.004683681,"($28,683,060.74)",
4531,ZBAO,Zhibao Technology Inc. (Tech),,,-20.54865424,117,1.747,"$40,041,600.00 ",-29096.12016,-16654.90564,1.743259086,"($3,404,246.06)",
5166,EDUC,EDUCATIONAL DEVELOPMENT CORP (Book Publishing/Dist.),Communication Services,Publishing,-5.03030303,101,1.077,"$13,730,560.00 ",-29106.39586,-27025.4372,-1.255515478,"($2,939,745.98)",
1928,CODI,Compass Diversified Holdings (Diversified Holdings),Industrials,Conglomerates,-23.16901408,4231,1.647,"$1,752,107,268.00 ",-29437.68891,-17873.52089,-0.4869851,"($124,550,861.79)",
5234,IMRN,Immuron Ltd (Biotech - Gut),Healthcare,Biotechnology,-64.43092105,7,1.166,"$11,400,168.00 ",-29472.53025,-25276.61256,-0.625492107,"($206,307.71)",
2187,OLO,Olo Inc. (Restaurant Ordering Software),Technology,Software - Application,-77.97741273,683,1.262,"$1,251,273,686.00 ",-29649.82548,-23494.31496,-0.453313719,"($20,250,830.80)",
1228,FUN,Six Flags Entertainment (Amusement Parks),Consumer Cyclical,Leisure,-73.33333333,3350,1.564,"$4,662,973,500.00 ",-29686.12166,-18980.8962,-0.191272535,"($99,448,507.56)",
3999,AVD,AMERICAN VANGUARD CORP (Agrochemicals),Basic Materials,Agricultural Inputs,-4.428115634,845,0.881,"$127,817,832.00 ",-30094.81605,-34159.8366,-0.426951367,"($25,430,119.56)",
4365,LPSN,LIVEPERSON INC (Chatbot/AI Customer Engagement),Technology,Software - Application,-26.44900954,367,2.143,"$137,741,574.00 ",-30409.67194,-14190.23422,0.571171711,"($11,160,349.60)",
1900,WWW,WOLVERINE WORLD WIDE INC (Footwear),Consumer Cyclical,Apparel - Footwear & Accessories,-25.6954023,4100,1.795,"$1,800,706,830.00 ",-30680.90645,-17092.42699,-1.512396694,"($125,791,716.44)",
5225,CWD,CaliberCos Inc. (Investment Management),Financial Services,Asset Management,-0.979104478,99,0.25574756,"$11,685,840.00 ",-30832.39089,-120557.9083,-2.596853367,"($3,052,406.70)",
3933,MX,MAGNACHIP SEMICONDUCTOR Corp (Semiconductors),Technology,Semiconductors,-3.25862069,891,0.636,"$140,812,598.00 ",-30845.16603,-48498.68873,-45.44410177,"($27,483,042.93)",
589,GFL,GFL Environmental Inc. (Waste Mgmt),Industrials,Waste Management,-28.76923077,20000,1.032,"$17,246,964,000.00 ",-30933.85949,-29974.67005,3.427758817,"($618,677,189.89)",
4465,RTC,Baijiayun Group Ltd (Video Cloud Solutions China),Technology,Software - Application,-56.63246426,181,1.898,"$167,104,681.00 ",-30941.45907,-16302.1386,0.977571139,"($5,600,404.09)",
5133,YHGJ,YUNHONG GREEN CTI LTD. (Consumer Balloons),Consumer Cyclical,Packaging & Containers,-7.934782609,57,0.952,"$14,707,626.00 ",-30957.76774,-32518.66359,0.64375,"($1,764,592.76)",
4013,CMXC,Stimcell Energetics Inc. (Unknown - possibly Biotech/Energy),Healthcare,Medical - Devices,-9.055973266,405,1.446,"$78,809,592.00 ",-31071.1421,-21487.65014,0.550501002,"($12,583,812.55)",
4019,PLX,"Protalix BioTherapeutics, Inc. (Biotech)",Healthcare,Biotechnology,-12.9969651,208,0.672,"$125,177,120.00 ",-31116.37098,-46304.12349,1.803749808,"($6,472,205.16)",
4265,IVAC,INTEVAC INC (Thin-film Equipment),Industrials,Aerospace & Defense,-58.33034755,114,1.024,"$202,186,905.00 ",-31135.33662,-30405.60217,0.428037204,"($3,549,428.38)",
1567,QDEL,QuidelOrtho Corp (Diagnostics),Healthcare,Medical - Instruments & Supplies,-1.507168459,7100,0.116,"$2,883,294,729.00 ",-31255.53101,-269444.2328,-0.835130971,"($221,914,270.14)",
1229,CLF,CLEVELAND-CLIFFS INC. (Steel),Basic Materials,Steel,-9.763926279,30000,1.965,"$4,660,361,640.00 ",-31263.41583,-15910.13528,-0.650850954,"($937,902,474.98)",
2779,DOGZ,Dogness (International) Corp (Pet Products),Consumer Cyclical,Leisure,-114.75,197,1.221,"$584,591,769.00 ",-31575.44209,-25860.31293,0.211312951,"($6,220,362.09)",
3585,ALTG,ALTA EQUIPMENT GROUP INC. (Construction Equipment Dealer),Industrials,Rental & Leasing Services,-3.840820018,3000,1.67,"$218,161,328.00 ",-31619.06538,-18933.57208,0.333333333,"($94,857,196.13)",
4202,SNCR,SYNCHRONOSS TECHNOLOGIES INC (Cloud/Messaging Software),Technology,Software - Infrastructure,-4.505200288,1321,1.995,"$94,627,089.00 ",-31720.60481,-15900.05254,-2.491245272,"($41,902,918.96)",
3713,FCEL,FUELCELL ENERGY INC (Fuel Cells),Industrials,Electrical Equipment & Parts,-38.76156011,591,3.886,"$187,459,200.00 ",-31799.53915,-8183.103229,-0.164633609,"($18,793,527.64)",
3201,NUS,"NU SKIN ENTERPRISES, INC. (Personal Care)",Consumer Defensive,Household & Personal Products,-3.361019896,3700,1.13,"$351,173,417.00 ",-31910.03419,-28238.96831,-0.564552942,"($118,067,126.49)",
1661,KLIC,KULICKE & SOFFA INDUSTRIES INC (Semiconductor Equip),Technology,Semiconductors,-38.48780488,2877,1.39,"$2,545,957,638.00 ",-31959.72026,-22992.60451,-3.345411669,"($91,948,115.20)",
3298,AIRS,"Airsculpt Technologies, Inc. (Cosmetic Surgery Clinics)",Healthcare,Medical - Care Facilities,-45.68203498,346,1.619,"$312,564,323.00 ",-32015.82614,-19775.06247,3.736006924,"($11,077,475.84)",
2446,STKL,SunOpta Inc. (Organic Foods & Ingredients),Consumer Defensive,Packaged Foods,-43.39953271,1174,1.824,"$898,421,920.00 ",-32162.66469,-17633.03985,6.329787234,"($37,758,968.35)",
2755,GPRE,Green Plains Inc. (Ethanol Production),Basic Materials,Chemicals - Specialty,-30.375,921,1.528,"$595,437,552.00 ",-32522.4802,-21284.34568,0.067833301,"($29,953,204.26)",
2855,MNTK,"Montauk Renewables, Inc. (Renewable Energy)",Utilities,Diversified Utilities,22.86773795,151,-0.211,"$534,762,640.00 ",-32677.08891,154867.72,-0.469550779,"($4,934,240.43)",
2977,XPER,Xperi Inc. (IP Licensing & Media Software),Technology,Semiconductors,-5.420212766,1700,0.662,"$457,043,889.00 ",-32836.0297,-49601.25332,-1.272847624,"($55,821,250.49)",
3824,VOXX,VOXX International Corp (Consumer Electronics),Technology,Consumer Electronics,-6.566469851,911,1.225,"$163,725,112.00 ",-33527.4909,-27369.38033,-3.381317151,"($30,543,544.21)",
2196,CNNE,"Cannae Holdings, Inc. (Holding Company - Financial)",Consumer Cyclical,Restaurants,-4.101871102,7741,0.866,"$1,231,580,311.00 ",-33589.34638,-38786.77412,0.177731674,"($260,015,130.36)",
4580,XTNT,"Xtant Medical Holdings, Inc. (Spinal Implants)",Healthcare,Medical - Devices,-2.693343306,207,0.385,"$48,930,816.00 ",-33789.45044,-87764.80633,-0.503774981,"($6,994,416.24)",
2649,BVS,Bioventus Inc. (Orthobiologics/Med Devices),Healthcare,Medical - Devices,-17.23800196,1030,0.88,"$687,015,578.00 ",-34050.62646,-38693.89371,-1.29075569,"($35,072,145.25)",
4790,FTEK,"FUEL TECH, INC. (Air Pollution Control)",Industrials,Industrial - Pollution & Treatment Controls,-51.52284264,72,4.125,"$31,015,383.00 ",-34488.06186,-8360.74227,-0.740667976,"($2,483,140.45)",
3482,TBI,"TrueBlue, Inc. (Staffing)",Industrials,Staffing & Employment Services,-2.126498037,5000,1.492,"$246,521,226.00 ",-34592.994,-23185.65282,-1.330401053,"($172,964,970.01)",
1314,SG,"Sweetgreen, Inc. (Fast-Casual Restaurants)",Consumer Cyclical,Restaurants,-43.89102564,6186,2.334,"$4,026,027,479.00 ",-34609.23034,-14828.29063,0.305159733,"($214,092,698.88)",
3554,AKA,A.K.A. BRANDS HOLDING CORP. (Fashion E-comm),Consumer Cyclical,Specialty Retail,-7.089965398,1300,1.413,"$226,649,947.00 ",-34746.44007,-24590.54499,-388.9488372,"($45,170,372.09)",
4545,UONE,"URBAN ONE, INC. (African-American focused media)",Communication Services,Broadcasting,-0.940828402,948,0.568,"$55,144,735.00 ",-35118.312,-61828.01408,-1.207169668,"($33,292,159.77)",
2468,COGT,"Cogent Biosciences, Inc. (Biotech)",Healthcare,Biotechnology,-3.173387097,164,0.021,"$871,545,180.00 ",-35167.56514,-1674645.959,-0.407815258,"($5,767,480.68)",
117,VRTX,VERTEX PHARMACEUTICALS INC / MA,Healthcare,Biotechnology,-213.1891892,5400,0.394,"$102,869,984,803.00 ",-35206.7519,-89357.23832,2.32E-05,"($190,116,460.24)",
4615,PPSI,"PIONEER POWER SOLUTIONS, INC. (Electrical Equipment)",Industrials,Electrical Equipment & Parts,-5.898529412,143,0.652,"$45,591,750.00 ",-35241.47454,-54051.34133,0.341275751,"($5,039,530.86)",
4138,KVHI,KVH INDUSTRIES INC (Satellite Communications),Technology,Communication Equipment,-5.516105794,325,0.603,"$105,133,221.00 ",-35362.3676,-58644.05904,-2.067739653,"($11,492,769.47)",
4309,PUCK,Goal Acquisitions Corp. (SPAC-Fin),Financial Services,Shell Companies,-42.72409779,2,0.037,"$82,126,563.00 ",-35561.69689,-961126.943,0.749543156,"($71,123.39)",
5106,NEPH,NEPHROS INC (Medical Devices - Water Filtration),Healthcare,Medical - Instruments & Supplies,-17.11337868,31,1.193,"$15,816,300.00 ",-35567.05311,-29813.1208,0.632525952,"($1,102,578.65)",
2355,ICHR,"ICHOR HOLDINGS, LTD. (Semi Equipment)",Technology,Semiconductors,-32.003432,1690,1.913,"$1,005,674,006.00 ",-35570.41535,-18594.0488,-1.126947322,"($60,114,001.94)",
517,ES,EVERSOURCE ENERGY (Electric Utilities),Utilities,Regulated Electric,-35.6910828,10000,0.622,"$20,635,760,640.00 ",-35962.60497,-57817.69288,0.091522705,"($359,626,049.73)",
1904,EXPI,"EXP World Holdings, Inc. (Real Estate Brokerage/Platform)",Real Estate,Real Estate - Services,-54.02512797,2114,2.309,"$1,795,011,190.00 ",-36290.27891,-15716.88129,-4.043823964,"($76,717,649.61)",
3038,GFR,Greenfire Resources Ltd. (Oil & Gas),Energy,Oil & Gas Exploration & Production,-20.03267974,165,0.282,"$427,925,775.00 ",-36508.5481,-129462.9365,-1.212984965,"($6,023,910.44)",
5173,SPND,SPINDLETOP OIL & GAS CO (Oil & Gas),Energy,Oil & Gas Exploration & Production,-26.24671916,13,0.926,"$13,479,880.00 ",-36582.94264,-39506.41754,-22.52380952,"($475,578.25)",
4329,AREN,"Arena Group Holdings, Inc. (Media/Publishing)",Communication Services,Internet Content & Information,-0.392111369,441,0.08,"$79,979,705.00 ",-37001.70709,-462521.3386,0.35638011,"($16,317,752.83)",
1716,ENOV,Enovis CORP (Medical Technology),Industrials,Industrial - Machinery,-19.42822999,6550,1.997,"$2,364,930,538.00 ",-37112.64592,-18584.19926,0.258112228,"($243,087,830.79)",
4066,CRGO,Freightos Ltd (Digital Freight Marketplace),Industrials,Integrated Freight & Logistics,-7.322872661,350,0.811,"$117,522,891.00 ",-37187.22693,-45853.54739,-2.114491593,"($13,015,529.43)",
2797,SRDX,SURMODICS INC (Medical Devices/Coatings),Healthcare,Medical - Devices,-49.14635655,376,1.202,"$572,968,370.00 ",-37269.704,-31006.40932,-2.096116505,"($14,013,408.71)",
4086,GAIA,"GAIA, INC (Streaming Yoga/Wellness)",Communication Services,Entertainment,-17.22928279,109,0.621,"$113,809,975.00 ",-37633.81372,-60601.95446,-20.14351852,"($4,102,085.70)",
4821,GDTC,CytoMed Therapeutics Ltd (Biotech),Healthcare,Biotechnology,-18.62091988,28,0.66926515,"$29,355,452.00 ",-37681.46854,-56302.75017,-1.076248553,"($1,055,081.12)",
1732,MRCY,MERCURY SYSTEMS INC (Defense Electronics),Industrials,Aerospace & Defense,-18.75121951,2364,0.717,"$2,331,034,425.00 ",-37704.29744,-52586.1889,-5.813649988,"($89,132,959.16)",
4151,LPTH,LIGHTPATH TECHNOLOGIES INC (Optical Components),Technology,"Hardware, Equipment & Parts",-11.72925359,304,1.304,"$103,128,740.00 ",-37714.93326,-28922.49483,-1.201877542,"($11,465,339.71)",
4232,BLUE,"bluebird bio, Inc. (Gene Therapy Biotech)",Healthcare,Biotechnology,-5.184782609,375,0.803,"$91,631,924.00 ",-37844.30478,-47128.64854,0.149185627,"($14,191,614.29)",
4542,SUP,SUPERIOR INDUSTRIES INTL INC (Auto Wheels),Consumer Cyclical,Auto - Parts,-0.773423099,6600,3.501,"$55,461,312.00 ",-38038.3067,-10864.98335,-1.524979592,"($251,052,824.21)",
4949,IZM,ICZOOM Group Inc. (Electronic Component E-comm),Technology,Technology Distributors,-11.12972973,96,1.8160936,"$22,442,768.00 ",-38146.86011,-21004.8976,-2.535754203,"($3,662,098.57)",
3352,CERS,CERUS CORP (Blood Safety Biotech),Healthcare,Medical - Devices,-14.69767442,625,1.2,"$292,501,125.00 ",-38210.27354,-31841.89462,0.11818902,"($23,881,420.96)",
4444,MKFG,Markforged Holding Corp (3D Printing),Technology,Computer Hardware,-7.551963048,351,1.529,"$66,405,094.00 ",-38303.80418,-25051.53968,-0.279006477,"($13,444,635.27)",
3551,BLFY,Blue Foundry Bancorp (Bank),Financial Services,Banks - Regional,-17.80357143,179,0.544,"$227,963,000.00 ",-38913.75149,-71532.63141,-1.19902274,"($6,965,561.52)",
2274,ECPG,ENCORE CAPITAL GROUP INC (Debt Collection),Financial Services,Financial - Mortgages,-6.063543004,7400,1.559,"$1,121,309,229.00 ",-38959.49601,-24990.05517,-0.964223431,"($288,300,270.46)",
3565,EVC,ENTRAVISION COMMUNICATIONS CORP (Media/Advertising),Communication Services,Broadcasting,-3.398648649,1657,0.99,"$222,718,105.00 ",-39152.72006,-39548.20208,-1.073039517,"($64,876,057.14)",
2687,AXGN,"Axogen, Inc. (Peripheral Nerve Med Devices)",Healthcare,Medical - Devices,-43.75382731,426,1.129,"$649,562,508.00 ",-39344.97235,-34849.39978,0.277544013,"($16,760,958.22)",
1438,FROG,JFrog Ltd (DevOps Software),Technology,Software - Application,-57.4704003,1400,0.932,"$3,400,440,240.00 ",-39389.34884,-42263.24983,0.159082814,"($55,145,088.38)",
4277,SFWL,SHENGFENG DEVELOPMENT Ltd (Logistics China),Industrials,Integrated Freight & Logistics,10.02785515,1341,-6.1655045,"$86,539,667.00 ",-39677.74746,6435.442137,0.412350193,"($53,207,859.34)",
272,FLUT,Flutter Entertainment plc (Gambling),Consumer Cyclical,"Gambling, Resorts & Casinos",-63.31400966,23053,1.235,"$46,950,376,842.00 ",-39726.35979,-32167.09295,-5.238636364,"($915,811,772.33)",
4929,JOB,GEE Group Inc. (Staffing Services),Industrials,Staffing & Employment Services,-1.137040715,251,0.481,"$23,712,296.00 ",-39963.99964,-83085.23834,-10.42424242,"($10,030,963.91)",
1040,QTWO,"Q2 Holdings, Inc. (Banking Software)",Technology,Software - Application,-107.0104167,2312,1.584,"$6,247,879,440.00 ",-40001.2841,-25253.33592,0.169213689,"($92,482,968.84)",
4303,GAN,GAN Ltd (iGaming Tech),Consumer Cyclical,"Gambling, Resorts & Casinos",-6.244821732,673,2.019,"$83,621,317.00 ",-40171.51518,-19896.73857,-1.211907475,"($27,035,429.72)",
1829,SID,NATIONAL STEEL CO (Steel),Basic Materials,Steel,-3.8875,24924,1.933,"$2,022,287,250.00 ",-40344.70583,-20871.54983,-0.299423587,"($1,005,551,448.04)",
5440,YBGJ,Yubo International Biotech Ltd (Biotech),Healthcare,Medical - Instruments & Supplies,-7.462686567,18,0.905,"$5,990,800.00 ",-40361.35089,-44598.17778,0.218840923,"($726,504.32)",
4189,CLPR,Clipper Realty Inc. (Residential REIT),Real Estate,REIT - Residential,-20.9761163,148,1.292,"$97,106,892.00 ",-40413.43545,-31279.7488,0.200246056,"($5,981,188.45)",
584,ZG,"ZILLOW GROUP, INC. (Online Real Estate Platform)",Communication Services,Internet Content & Information,-126.8348624,6835,2.017,"$17,481,824,909.00 ",-40673.87067,-20165.52835,-9.384615385,"($278,005,906.06)",
2062,MMI,"Marcus & Millichap, Inc. (Real Estate Brokerage)",Real Estate,Real Estate - Services,-46.33950617,896,1.143,"$1,478,018,259.00 ",-40688.02584,-35597.57292,-1.432078369,"($36,456,471.16)",
2234,EFXT,Enerflex Ltd. (Oil & Gas Equipment),Energy,Oil & Gas Equipment & Services,-10.21597348,4800,1.7,"$1,174,085,925.00 ",-40703.13018,-23943.01775,6.002659514,"($195,375,024.85)",
5350,LDWY,"LENDWAY, INC. (FinTech Lending)",Communication Services,Advertising Agencies,-2.434782609,151,1.852,"$8,087,072.00 ",-40737.57319,-21996.5298,-0.441031941,"($6,151,373.55)",
3015,CLFD,"Clearfield, Inc. (Fiber Connectivity Equip)",Technology,Communication Equipment,-36.39070876,400,1.356,"$439,088,678.00 ",-40903.58966,-30164.88913,-1.622790785,"($16,361,435.86)",
820,SQM,CHEMICAL & MINING CO OF CHILE INC (Lithium & Chemicals),Basic Materials,Chemicals - Specialty,-33.72321429,7909,1.047,"$10,443,962,733.00 ",-40997.88542,-39157.48369,-0.477148797,"($324,252,275.82)",
2450,EXK,ENDEAVOUR SILVER CORP (Silver Mining),Basic Materials,Other Precious Metals,-31.00168492,1350,1.933,"$894,595,310.00 ",-41318.01077,-21375.07024,-0.629219229,"($55,779,314.53)",
4537,CCG,Cheche Group Inc. (Insurance Marketplace China),Communication Services,Internet Content & Information,-0.649122807,635,0.306,"$56,049,235.00 ",-41609.31079,-135978.1398,-0.446974205,"($26,421,912.35)",
5034,RMCF,"Rocky Mountain Chocolate Factory, Inc. (Chocolates)",Consumer Defensive,Food Confectioners,-3.344594595,135,1.008,"$18,690,637.00 ",-41726.06045,-41394.90124,0.242907994,"($5,633,018.16)",
4822,CGA,"China Green Agriculture, Inc. (Fertilizer)",Basic Materials,Agricultural Inputs,-0.975369458,424,0.59,"$29,291,130.00 ",-41788.14847,-70827.37029,-1.119326529,"($17,718,174.95)",
4700,RDI,READING INTERNATIONAL INC (Movie Theaters & Real Estate),Communication Services,Entertainment,-0.727272727,2025,1.616,"$38,331,891.00 ",-42060.96881,-26027.82723,0.393782122,"($85,173,461.83)",
3162,BMRC,Bank of Marin Bancorp (Bank),Financial Services,Banks - Regional,-27.08816705,288,0.884,"$371,756,210.00 ",-42124.8522,-47652.54774,-0.399436859,"($12,131,957.43)",
5197,QH,QUHUO Ltd (Chinese Outsourced Workforce Solutions),Technology,Software - Application,-0.36319797,490,0.589,"$12,736,352.00 ",-42152.25915,-71565.80501,-1.218463351,"($20,654,606.98)",
3708,NNBR,NN INC (Precision Components - Industrials),Industrials,Conglomerates,-4.519708704,2926,2.965,"$188,047,820.00 ",-42160.74084,-14219.47415,-0.360369354,"($123,362,327.71)",
818,EXAS,EXACT SCIENCES CORP (Diagnostics),Healthcare,Medical - Diagnostics & Research,-48.40452908,6500,1.272,"$10,469,749,320.00 ",-42327.63843,-33276.44531,0.627711924,"($275,129,649.81)",
3114,TSHA,"Taysha Gene Therapies, Inc. (Gene Therapy Biotech)",Healthcare,Biotechnology,-73.41269841,52,0.414,"$390,416,415.00 ",-42340.29495,-102271.2438,0.554076099,"($2,201,695.34)",
3626,HMST,"HomeStreet, Inc. (Bank)",Financial Services,Banks - Regional,-8.211538462,839,1.419,"$205,924,992.00 ",-42413.58288,-29889.76947,-1.265720472,"($35,584,996.04)",
